         625   1.7031179278416179E-005   1.6417510054359058E-005   1.5191264794323089E-005
        2401   5.7806954906994776E-007   5.5298101338900305E-007   4.7944383929632295E-007
        5329   7.8433794387656692E-008   7.4742061795570076E-008   6.2789428462162178E-008
        9409   1.8902649312201949E-008   1.7973243996422980E-008   1.4831340905407941E-008
