1089   1.3311e-04   3.3734e-07   6.1794e-07
4225   8.0566e-06   5.4032e-09   1.0920e-08
9409   1.5743e-06   4.7768e-10   9.7967e-10
16641   4.9754e-07   8.5335e-11   1.7696e-10
