289   1.2053e-01   1.0644e-03   1.3091e-03
1089   2.7164e-02   6.2213e-05   8.4302e-05
2401   1.1706e-02   1.2075e-05   1.6679e-05
4225   6.4990e-03   3.7915e-06   5.2735e-06
